code,1m,3m,6m,12m
010660,-20.750988142292492,-31.686541737649065,-16.45833333333333,-15.042372881355936
010690,-8.797417271993545,-10.953506698187553,40.54726368159205,45.80645161290322
010770,19.515306122448983,19.059720457433293,29.06336088154271,-20.051194539249153
010780,6.914893617021267,-5.928237129485181,65.38672517827757,61.66219839142091
010820,-34.225996080992815,49.85119047619047,149.87593052109182,159.53608247422682
010950,-11.423841059602646,-10.833333333333329,21.590909090909083,104.58891013384321
010955,-7.5731497418244365,-11.53212520593081,6.126482213438744,51.267605633802816
010960,-16.308470290771172,-20.908004778972522,-6.232294617563738,-4.610951008645536
011000,21.02564102564102,-20.054200542005418,-46.24145785876993,-44.07582938388626
011040,-5.935251798561147,-11.505922165820648,-10.902896081771718,-10.137457044673537
011070,126.79999999999998,342.96875,362.8571428571429,724.1279069767442
011080,490.8045977011494,286.4661654135338,265.5761024182077,-3.018867924528301
011090,231.07476635514018,184.53815261044176,181.15079365079362,81.43405889884762
011150,-17.463235294117652,-23.76910016977929,-16.07476635514019,-30.602782071097366
011155,-3.3682634730538896,-15.676028739386027,-16.223231667748216,-29.065934065934062
011170,-13.390010626992567,-4.342723004694838,-3.5502958579881616,23.484848484848484
011200,-5.493975903614457,-15.291576673866093,1.9230769230769162,5.828386400431729
011210,4.250295159386064,2.19907407407407,58.81294964028776,107.52056404230319
011230,52.5390625,43.30275229357798,35.59027777777777,-13.510520487264676
011280,-14.929577464788736,-19.82300884955752,2.257336343115135,-13.30143540669857
011300,592.090395480226,584.3575418994413,525.0,443.23725055432374
